text,category,encode_cat
"Okay, okay. Good. Um, I think you've got a good plan there. Um, what would you say to us getting back together, say, in two weeks, just for us to kind of revisit and see what kind of progress you've made, you know, if you've got something worked out, great, but if you've hit a bump in the road, I tell you what, we'll put our heads together. We'll come up with another plan.",question,0
"Thanks. Just so you know, when I talk to patients about drug use, my job is to be helpful. I'm not going to tell you what to do or what you should do. What I can do is share some information and be a resource. Does that make sense?",therapist_input,1
"-the-the piercing might not last forever, but your teeth really are-",reflection,2
"Okay. So what I'm hearing you say is that, if you could just reduce the amount of time that you're needing your mom, she might be more supportive, more onboard?",reflection,2
Okay. Does that concern you at all?,question,0
I would like to share with you these materials to show the risk of drinking at younger age. I also wanted to encourage you to think about these risks. What do you think about that?,question,0
Right.,other,3
"Right. So you feel as though actually, enough hasn't been done in the way of-of tests?",reflection,2
"Yeah. So, have, uh-- So then, you started drinking again, and that was-- If you could just kind of give me a little timeframe of how long ago that was, that-that six months of complete--",question,0
Yeah. And it sounds like maybe like-,reflection,2
-I get a sense.,other,3
"So, it seems like it would be really difficult to change because it's something that's really important to you right now.",reflection,2
It's a nice sort of form of stress relief.,reflection,2
Can't prevent all of it-,therapist_input,1
"So your asthma has been acting up and there's a lot of stuff, not just the asthma going on?",reflection,2
And it doesn't feel good?,reflection,2
Mm-hmm. Wh-what don't you like about her?,question,0
-to do these things that you want to do-,reflection,2
"Well, now's the time to quit. It's really gotten to the point where you can't keep smoking. Not only for him, like I said, but also for you. You're putting yourself at risk for lung cancer, for emphysema, for oral cancers, for heart disease, for all kinds of things-",other,3
-or particularly on-on meth use?,question,0
"Right, so he kinda gave you a directive?",reflection,2
"Okay, so, um, there would be, so what you're, what you're attempting to do is, um, well-- Tell me, I guess, uh, tell me a little bit more about it so I understand it a little bit more.",reflection,2
"Okay, okay. So, there's a shift from last time?",question,0
"Yeah. So, in terms of being supportive and a sort of support you're gonna need to make these changes.",therapist_input,1
You've heard of it?,question,0
"Yeah, you're feeling a little bit dissatisfied with your health patterns?",reflection,2
Great. What could maybe get in the way of you not getting up by 6:15?,question,0
It is becoming a pain in the butt,reflection,2
"Okay, so you're feeling some low energy and you know, in the past, when you've been more active and eating differently, you've had more energy?",reflection,2
"Okay. You know what? I-it seems like things have been really a struggle for you lately, and I have noticed that you haven't been in the best mood, so I'm really- I am concerned about you, but again, it's your choice if that's something that you feel like you want to share with me.",reflection,2
"It doesn't feel like a problem to you right now, yeah.",reflection,2
"Mm-hmm. Yeah, you used to have contact with your mom, you know, almost every other night and now for just about a week, you haven't even gotten to talk to her. I can imagine that being pretty difficult. I remember you saying something about like your dad's birthday coming up?",reflection,2
All right. So it's kind of silly stuff that's getting you into trouble.,reflection,2
Okay. And how much do they typically drink?,question,0
"Mm-hmm. So, um, so I think we should set a goal that you're gonna stop drinking.",therapist_input,1
"But over the years, you've actually reduced your smoking or you've stopped altogether or at times?",reflection,2
